Obs,city,street,streetNumber,delivery_company,purchase_month,purchase_day,purchase_hour,purchase_weekday,delivery_month,delivery_day,delivery_hour,delivery_weekday,shipping_time_in_hours,category
2611,Police,pl. Jezynowa,578,C516,VIII,6,18,Wednesday,VIII,7,4,Thursday,10,Odtwarzacze DVD
2612,Police,al. Sikorskiego,22,C360,VIII,16,4,Saturday,VIII,17,4,Sunday,24,Odtwarzacze DVD
2613,Szczecin,al. Cyprysowa,868,C620,VII,19,21,Saturday,VII,23,9,Wednesday,84,Odtwarzacze DVD
2614,Police,ul. Wiejska,42,C360,IV,30,2,Wednesday,V,2,18,Friday,64,Odtwarzacze DVD
2615,Warszawa,ul. Nadbrzezna,43,C360,IX,17,14,Wednesday,IX,19,0,Friday,34,Odtwarzacze DVD
2616,Konin,pl. Boczna,7,C360,VII,2,10,Wednesday,VII,3,14,Thursday,28,Tablety
2617,Gdynia,ul. Cmentarna,698,C516,VIII,27,7,Wednesday,VIII,27,21,Wednesday,14,Tablety
2618,Mielec,al. Mostowa,25,C620,VII,8,23,Tuesday,VII,9,3,Wednesday,4,Tablety
2619,Konin,pl. Perlowa,95,C620,V,4,2,Sunday,V,4,22,Sunday,20,Tablety
2620,Police,pl. Lotnicza,86,C620,IX,8,6,Monday,IX,11,18,Thursday,85,Tablety
2621,Radom,ul. Kosciuszki,21,C620,I,26,4,Saturday,I,26,21,Saturday,17,Tablety
2622,Police,al. Skladowa,831,C620,V,16,22,Friday,V,18,1,Sunday,27,Tablety
2623,Szczecin,ul. Jodlowa,75,C360,VII,28,12,Monday,VII,29,9,Tuesday,20,Tablety
2624,Kutno,pl. Widokowa,16,C360,IV,3,10,Thursday,IV,6,21,Sunday,82,Tablety
2625,Warszawa,pl. Spacerowa,1,C620,VIII,31,6,Sunday,IX,2,19,Tuesday,61,Tablety
2626,Mielec,al. Kasztanowa,10,C360,X,15,1,Wednesday,X,16,12,Thursday,35,Tablety
2627,Kutno,pl. Plater,12,C516,IV,22,18,Tuesday,IV,26,11,Saturday,89,Tablety
2628,Warszawa,ul. Nadbrzezna,43,C516,II,16,15,Saturday,II,17,16,Sunday,25,Tablety
2629,Szczecin,ul. Slowianska,98,C620,VII,26,22,Saturday,VII,28,15,Monday,42,Tablety
2630,Warszawa,al. Reja,71,C620,II,5,0,Tuesday,II,6,16,Wednesday,40,Tablety
2631,Szczecin,pl. Krakowska,597,C620,VIII,18,2,Monday,VIII,18,11,Monday,9,Tablety
2632,Kutno,al. Torowa,74,C360,III,30,19,Sunday,IV,2,12,Wednesday,65,Tablety
2633,Police,ul. Sosnowa,967,C620,IX,10,18,Wednesday,IX,15,3,Monday,106,Tablety
2634,Gdynia,pl. Lubelska,7,C360,VIII,10,7,Sunday,VIII,10,9,Sunday,2,Tablety
2635,Warszawa,al. Stawowa,962,C516,VII,1,16,Tuesday,VII,2,13,Wednesday,20,Tablety
2636,Konin,pl. Rumiankowa,1,C516,VII,2,13,Wednesday,VII,5,14,Saturday,73,Tablety
2637,Konin,al. Jasminowa,20,C360,IV,23,18,Wednesday,IV,27,8,Sunday,86,Tablety
2638,Konin,pl. Rumiankowa,1,C360,X,14,21,Tuesday,X,15,7,Wednesday,10,Tablety
2639,Szczecin,ul. Dzialkowa,7,C620,VII,27,3,Sunday,VII,30,8,Wednesday,77,Tablety
2640,Konin,al. Jasminowa,20,C516,III,25,19,Tuesday,III,27,12,Thursday,41,Tablety
2641,Konin,al. zytnia,11,C516,V,30,19,Friday,VI,1,10,Sunday,39,Tablety
2642,Konin,al. Drzymaly,90,C620,V,24,22,Saturday,V,26,0,Monday,26,Tablety
2643,Kutno,pl. Wroclawska,571,C516,IX,19,19,Friday,IX,20,2,Saturday,7,Tablety
2644,Szczecin,pl. Wschodnia,654,C620,VI,1,2,Sunday,VI,4,0,Wednesday,70,Tablety
2645,Szczecin,pl. Powstancow slaskich,67,C620,V,3,16,Saturday,V,4,16,Sunday,24,Tablety
2646,Szczecin,pl. Slowianska,29,C516,III,21,12,Friday,III,23,10,Sunday,46,Tablety
2647,Konin,ul. Jabloniowa,21,C360,V,8,4,Thursday,V,9,4,Friday,24,Tablety
2648,Konin,pl. Glowna,248,C360,X,5,15,Sunday,X,8,15,Wednesday,72,Tablety
2649,Police,ul. Storczykowa,88,C516,V,1,13,Thursday,V,1,21,Thursday,8,Tablety
2650,Szczecin,pl. Sawickiej,16,C620,VII,22,14,Tuesday,VII,23,0,Wednesday,10,Tablety
2651,Gdynia,pl. Pilsudskiego,65,C620,III,8,7,Saturday,III,11,21,Tuesday,86,Tablety
2652,Radom,ul. Sarnia,4,C620,II,4,12,Monday,II,5,21,Tuesday,33,Tablety
2653,Radom,ul. Sarnia,4,C516,I,26,10,Saturday,I,28,14,Monday,52,Tablety
2654,Radom,ul. zwirki i Wigury,43,C516,VII,10,1,Thursday,VII,12,5,Saturday,52,Tablety
2655,Mielec,al. Rubinowa,51,C516,VIII,28,11,Thursday,VIII,29,15,Friday,28,Tablety
2656,Kutno,pl. Wroclawska,571,C620,IX,1,1,Monday,IX,2,2,Tuesday,25,Tablety
2657,Mielec,al. Rubinowa,51,C516,VIII,27,15,Wednesday,VIII,29,13,Friday,45,Tablety
2658,Gdynia,ul. Kreta,86,C516,X,19,15,Sunday,X,21,22,Tuesday,55,Tablety
2659,Warszawa,al. Strazacka,25,C516,II,19,2,Tuesday,II,19,6,Tuesday,5,Tablety
2660,Szczecin,pl. Robotnicza,526,C516,IX,4,14,Thursday,IX,4,18,Thursday,3,Tablety
2661,Szczecin,pl. Robotnicza,526,C360,VIII,17,5,Sunday,VIII,19,11,Tuesday,54,Tablety
2662,Szczecin,pl. Robotnicza,526,C516,I,13,7,Sunday,I,13,8,Sunday,1,Tablety
2663,Mielec,ul. Pomorska,12,C360,I,6,13,Sunday,I,7,13,Monday,24,Tablety
2664,Radom,al. Sosnowa,49,C360,X,26,16,Sunday,X,28,9,Tuesday,40,Tablety
2665,Kutno,al. Widokowa,755,C620,V,14,4,Wednesday,V,15,21,Thursday,41,Tablety
2666,Warszawa,al. Rzeczna,403,C360,VI,8,4,Sunday,VI,16,0,Monday,188,Tablety
2667,Szczecin,ul. Wierzbowa,4,C516,III,16,10,Sunday,III,18,14,Tuesday,52,Tablety
2668,Szczecin,ul. Wierzbowa,4,C360,VI,18,4,Wednesday,VI,21,18,Saturday,86,Tablety
2669,Szczecin,ul. Wierzbowa,4,C360,IX,19,21,Friday,IX,24,23,Wednesday,122,Tablety
2670,Szczecin,ul. Wierzbowa,4,C620,VIII,16,11,Saturday,VIII,19,0,Tuesday,60,Tablety
2671,Konin,ul. Sienkiewicza,979,C620,I,7,9,Monday,I,8,18,Tuesday,34,Tablety
2672,Mielec,pl. Cisowa,939,C516,IX,24,5,Wednesday,IX,27,8,Saturday,75,Tablety
2673,Kutno,al. Fredry,92,C620,X,7,12,Tuesday,X,10,17,Friday,77,Tablety
2674,Gdynia,ul. Niecala,91,C516,IV,18,16,Friday,IV,20,16,Sunday,48,Tablety
2675,Konin,ul. Sienkiewicza,979,C516,VII,4,8,Friday,VII,5,4,Saturday,20,Tablety
2676,Kutno,pl. Korczaka,49,C360,IX,26,9,Friday,IX,30,6,Tuesday,92,Tablety
2677,Kutno,al. Fredry,92,C516,II,6,5,Wednesday,II,9,20,Saturday,87,Tablety
2678,Kutno,pl. Korczaka,49,C516,IV,27,17,Sunday,V,2,0,Friday,103,Tablety
2679,Radom,ul. Willowa,58,C620,III,20,6,Thursday,III,21,9,Friday,27,Tablety
2680,Konin,ul. Sienkiewicza,979,C516,VIII,22,13,Friday,VIII,24,13,Sunday,48,Tablety
2681,Radom,ul. Willowa,58,C620,VI,4,17,Wednesday,VI,6,4,Friday,35,Tablety
2682,Mielec,al. Skrajna,17,C620,IV,29,15,Tuesday,IV,30,14,Wednesday,23,Tablety
2683,Konin,ul. Mostowa,932,C360,V,23,17,Friday,V,27,14,Tuesday,93,Tablety
2684,Konin,pl. Szeroka,11,C360,IV,13,11,Sunday,IV,17,10,Thursday,95,Tablety
2685,Konin,pl. Szeroka,11,C620,I,25,13,Friday,I,25,19,Friday,7,Tablety
2686,Konin,al. Kwiatowa,5,C620,VI,9,8,Monday,VI,16,2,Monday,161,Tablety
2687,Radom,ul. Storczykowa,534,C360,IV,11,18,Friday,IV,12,6,Saturday,12,Tablety
2688,Gdynia,al. Wypoczynkowa,366,C620,VIII,13,22,Wednesday,VIII,18,12,Monday,110,Tablety
2689,Gdynia,al. Wypoczynkowa,366,C516,IX,9,0,Tuesday,IX,11,2,Thursday,50,Tablety
2690,Gdynia,ul. Letnia,87,C620,V,11,6,Sunday,V,12,8,Monday,26,Tablety
2691,Szczecin,pl. Okrezna,933,C620,IV,11,2,Friday,IV,11,20,Friday,19,Tablety
2692,Szczecin,pl. Okrezna,933,C620,IV,14,23,Monday,IV,15,0,Tuesday,2,Tablety
2693,Konin,ul. Mostowa,932,C360,I,29,13,Tuesday,I,31,13,Thursday,48,Tablety
2694,Kutno,al. Tulipanowa,23,C620,II,12,15,Tuesday,II,13,9,Wednesday,18,Tablety
2695,Police,al. Wiejska,608,C360,VII,31,22,Thursday,VIII,3,3,Sunday,53,Tablety
2696,Kutno,al. Sienkiewicza,979,C516,II,11,16,Monday,II,12,20,Tuesday,28,Tablety
2697,Radom,al. Sosnowa,732,C360,VII,18,11,Friday,VII,18,15,Friday,4,Tablety
2698,Kutno,pl. Wyspianskiego,684,C360,IX,3,4,Wednesday,IX,3,7,Wednesday,3,Tablety
2699,Kutno,pl. Wyspianskiego,684,C620,IX,30,23,Tuesday,X,5,23,Sunday,120,Tablety
2700,Police,al. Orzeszkowej,76,C516,VI,22,8,Sunday,VI,24,19,Tuesday,59,Tablety
2701,Radom,pl. Kopernika,87,C516,V,15,1,Thursday,V,15,4,Thursday,3,Tablety
2702,Police,pl. Wladyslawa Jagielly,427,C620,X,6,7,Monday,X,10,15,Friday,104,Tablety
2703,Police,pl. Wladyslawa Jagielly,427,C620,VII,2,14,Wednesday,VII,7,13,Monday,120,Tablety
2704,Mielec,al. Tartaczna,169,C620,III,13,7,Thursday,III,15,0,Saturday,42,Tablety
2705,Mielec,pl. Mila,341,C516,I,23,22,Wednesday,I,26,15,Saturday,65,Tablety
2706,Kutno,al. Wiatraczna,574,C360,V,27,10,Tuesday,V,31,5,Saturday,91,Tablety
2707,Police,pl. Wodna,120,C516,VI,6,19,Friday,VI,7,12,Saturday,18,Tablety
2708,Szczecin,al. Skargi,58,C516,V,9,9,Friday,V,10,21,Saturday,36,Tablety
2709,Szczecin,al. Skargi,58,C620,II,28,20,Thursday,II,29,23,Friday,27,Tablety
2710,Mielec,pl. Zielona,434,C620,I,25,17,Friday,I,27,12,Sunday,43,Tablety
2711,Szczecin,al. Skargi,58,C620,V,9,22,Friday,V,10,4,Saturday,6,Tablety
2712,Gdynia,pl. Okrzei,98,C620,VI,5,19,Thursday,VI,5,22,Thursday,2,Tablety
2713,Warszawa,ul. Robotnicza,81,C360,VI,4,19,Wednesday,VI,7,13,Saturday,67,Tablety
2714,Warszawa,ul. Robotnicza,81,C620,VII,24,14,Thursday,VII,27,1,Sunday,59,Tablety
2715,Radom,ul. Spoldzielcza,78,C360,X,23,21,Thursday,X,28,6,Tuesday,105,Tablety
2716,Radom,al. Poziomkowa,93,C516,VIII,18,21,Monday,VIII,22,2,Friday,78,Tablety
2717,Mielec,al. Wladyslawa lokietka,27,C360,VII,17,14,Thursday,VII,21,10,Monday,92,Tablety
2718,Szczecin,pl. Prusa,308,C516,VIII,8,16,Friday,VIII,8,20,Friday,4,Tablety
2719,Police,al. lanowa,48,C620,IV,17,13,Thursday,IV,18,22,Friday,33,Tablety
2720,Kutno,ul. Gorna,87,C620,III,23,13,Sunday,III,23,17,Sunday,5,Tablety
2721,Konin,pl. Lelewela,78,C360,VII,20,9,Sunday,VII,21,6,Monday,21,Tablety
2722,Police,al. lanowa,48,C360,IV,3,0,Thursday,IV,4,13,Friday,37,Tablety
2723,Kutno,ul. Gorna,87,C620,III,3,18,Monday,III,4,11,Tuesday,17,Tablety
2724,Warszawa,pl. Gajowa,90,C516,IX,15,2,Monday,IX,16,2,Tuesday,24,Tablety
2725,Konin,pl. Glowackiego,32,C516,X,15,15,Wednesday,X,16,14,Thursday,23,Tablety
2726,Gdynia,ul. Rolnicza,39,C516,VI,5,7,Thursday,VI,9,18,Monday,107,Tablety
2727,Police,al. Sikorskiego,22,C516,II,27,15,Wednesday,II,27,19,Wednesday,4,Tablety
2728,Radom,pl. Lipowa,44,C620,II,4,21,Monday,II,6,21,Wednesday,48,Tablety
2729,Radom,pl. Kasztanowa,82,C360,VIII,13,8,Wednesday,VIII,15,20,Friday,60,Tablety
2730,Konin,al. lakowa,581,C516,I,22,8,Tuesday,I,27,12,Sunday,125,Tablety
2731,Gdynia,ul. Cmentarna,698,C516,III,8,22,Saturday,III,13,23,Thursday,121,Tablety
2732,Gdynia,ul. Cmentarna,698,C620,VI,8,9,Sunday,VI,9,9,Monday,24,Tablety
2733,Radom,pl. Klasztorna,43,C516,VI,26,23,Thursday,VII,4,8,Friday,177,Tablety
2734,Radom,pl. Klasztorna,43,C360,I,19,7,Saturday,I,21,13,Monday,54,Tablety
2735,Gdynia,ul. Cmentarna,698,C620,IV,12,14,Saturday,IV,14,9,Monday,43,Tablety
2736,Radom,ul. Kosciuszki,21,C516,I,23,7,Wednesday,I,25,22,Friday,62,Tablety
2737,Police,pl. Lotnicza,86,C620,V,15,20,Thursday,V,17,22,Saturday,50,Tablety
2738,Radom,ul. Kosciuszki,21,C360,VII,6,20,Sunday,VII,7,3,Monday,7,Tablety
2739,Kutno,pl. Widokowa,16,C620,III,30,21,Sunday,IV,1,10,Tuesday,38,Tablety
2740,Konin,pl. Rumiankowa,1,C620,IV,14,14,Monday,IV,14,20,Monday,7,Tablety
2741,Mielec,al. Kasztanowa,10,C620,IV,14,15,Monday,IV,14,17,Monday,1,Tablety
2742,Kutno,pl. Widokowa,16,C360,I,15,2,Tuesday,I,16,11,Wednesday,33,Tablety
2743,Radom,ul. Spoldzielcza,78,C620,V,22,5,Thursday,V,25,2,Sunday,69,Tablety
2744,Szczecin,pl. Slowianska,29,C620,V,30,2,Friday,V,30,21,Friday,18,Tablety
2745,Kutno,ul. Sikorskiego,57,C620,II,20,14,Wednesday,II,24,17,Sunday,99,Tablety
2746,Kutno,ul. Kazimierza Wielkiego,40,C620,X,15,7,Wednesday,X,18,0,Saturday,65,Tablety
2747,Warszawa,al. Reja,71,C360,II,10,21,Sunday,II,11,14,Monday,17,Tablety
2748,Kutno,ul. Kazimierza Wielkiego,40,C620,VII,29,2,Tuesday,VII,29,14,Tuesday,12,Tablety
2749,Szczecin,pl. Krakowska,597,C516,VII,22,1,Tuesday,VII,24,15,Thursday,62,Tablety
2750,Radom,ul. Prusa,49,C620,VII,10,16,Thursday,VII,12,1,Saturday,33,Tablety
2751,Szczecin,al. Lelewela,27,C360,II,6,4,Wednesday,II,8,2,Friday,45,Tablety
2752,Police,ul. Sosnowa,967,C516,VIII,21,13,Thursday,VIII,23,13,Saturday,49,Tablety
2753,Kutno,al. Torowa,74,C620,VIII,17,17,Sunday,VIII,18,5,Monday,13,Tablety
2754,Gdynia,pl. Lubelska,7,C620,VIII,7,13,Thursday,VIII,7,17,Thursday,4,Tablety
2755,Konin,al. Kwiatowa,5,C516,VII,31,17,Thursday,VIII,1,2,Friday,9,Tablety
2756,Konin,pl. Rumiankowa,1,C360,VIII,25,1,Monday,VIII,26,18,Tuesday,42,Tablety
2757,Warszawa,al. Stawowa,962,C516,X,27,10,Monday,X,28,6,Tuesday,19,Tablety
2758,Konin,pl. Rumiankowa,1,C620,VII,24,18,Thursday,VII,26,1,Saturday,31,Tablety
2759,Radom,ul. Orzeszkowej,96,C360,III,2,16,Sunday,III,3,23,Monday,32,Tablety
2760,Szczecin,pl. Slowianska,29,C516,V,22,0,Thursday,V,23,3,Friday,27,Tablety
2761,Radom,ul. Orzeszkowej,96,C516,III,14,1,Friday,III,14,11,Friday,9,Tablety
2762,Mielec,al. Jana,365,C516,VI,16,21,Monday,VI,19,9,Thursday,60,Tablety
2763,Szczecin,pl. Slowianska,29,C516,X,25,23,Saturday,X,30,1,Thursday,98,Tablety
2764,Szczecin,ul. Dzialkowa,7,C620,III,2,17,Sunday,III,5,0,Wednesday,54,Tablety
2765,Konin,al. Jasminowa,20,C620,VII,20,6,Sunday,VII,21,14,Monday,32,Tablety
2766,Mielec,al. Jana,365,C620,IV,19,0,Saturday,IV,19,21,Saturday,21,Tablety
2767,Mielec,ul. Borowkowa,65,C360,VII,23,19,Wednesday,VII,25,3,Friday,32,Tablety
2768,Warszawa,pl. Jasna,53,C516,II,4,0,Monday,II,4,19,Monday,18,Tablety
2769,Kutno,al. Norwida,52,C360,II,17,12,Sunday,II,17,21,Sunday,9,Tablety
2770,Kutno,al. Norwida,52,C360,I,2,2,Wednesday,I,4,16,Friday,62,Tablety
2771,Warszawa,pl. Jasna,53,C516,III,9,15,Sunday,III,11,11,Tuesday,44,Tablety
2772,Szczecin,pl. Wschodnia,654,C360,VIII,24,16,Sunday,VIII,26,8,Tuesday,40,Tablety
2773,Konin,ul. Jabloniowa,21,C360,V,30,8,Friday,VI,2,0,Monday,64,Tablety
2774,Kutno,pl. Wroclawska,571,C516,IV,28,5,Monday,IV,28,8,Monday,3,Tablety
2775,Police,ul. Storczykowa,88,C620,VII,13,19,Sunday,VII,16,11,Wednesday,65,Tablety
2776,Police,ul. Storczykowa,88,C516,VIII,5,21,Tuesday,VIII,8,11,Friday,61,Tablety
2777,Konin,ul. Jabloniowa,21,C516,VIII,23,1,Saturday,VIII,29,11,Friday,155,Tablety
2778,Konin,ul. Jabloniowa,21,C516,II,26,23,Tuesday,II,27,17,Wednesday,17,Tablety
2779,Gdynia,pl. Pilsudskiego,65,C360,VII,28,3,Monday,VII,30,20,Wednesday,64,Tablety
2780,Kutno,pl. Wroclawska,571,C516,II,11,1,Monday,II,12,16,Tuesday,39,Tablety
2781,Radom,ul. zwirki i Wigury,43,C360,IX,22,13,Monday,IX,24,15,Wednesday,50,Tablety
2782,Szczecin,pl. Agrestowa,371,C360,IV,15,1,Tuesday,IV,18,1,Friday,73,Tablety
2783,Szczecin,pl. Agrestowa,371,C360,II,3,7,Sunday,II,9,11,Saturday,148,Tablety
2784,Szczecin,pl. Agrestowa,371,C516,I,23,14,Wednesday,I,23,21,Wednesday,7,Tablety
2785,Warszawa,al. Strazacka,25,C516,IV,26,23,Saturday,IV,28,14,Monday,39,Tablety
2786,Mielec,pl. Lipowa,55,C620,III,28,0,Friday,III,29,1,Saturday,25,Tablety
2787,Warszawa,al. Strazacka,25,C360,VIII,10,5,Sunday,VIII,10,13,Sunday,8,Tablety
2788,Mielec,ul. Pomorska,12,C516,VIII,7,5,Thursday,VIII,10,3,Sunday,70,Tablety
2789,Warszawa,al. Strazacka,25,C620,VI,4,15,Wednesday,VI,6,5,Friday,39,Tablety
2790,Szczecin,pl. Robotnicza,526,C516,II,13,12,Wednesday,II,14,23,Thursday,35,Tablety
2791,Mielec,ul. Pomorska,12,C516,I,26,14,Saturday,I,28,12,Monday,45,Tablety
2792,Radom,pl. Batalionow Chlopskich,61,C620,II,13,2,Wednesday,II,15,7,Friday,53,Tablety
2793,Police,pl. Sportowa,85,C360,VIII,18,18,Monday,VIII,19,23,Tuesday,29,Tablety
2794,Police,pl. Sportowa,85,C360,X,10,0,Friday,X,11,21,Saturday,45,Tablety
2795,Konin,al. Lazurowa,274,C516,VII,27,14,Sunday,VII,28,10,Monday,20,Tablety
2796,Radom,al. Sosnowa,49,C620,IX,28,21,Sunday,X,1,20,Wednesday,71,Tablety
2797,Warszawa,pl. Sienkiewicza,75,C620,VIII,5,22,Tuesday,VIII,7,1,Thursday,27,Tablety
2798,Kutno,al. Widokowa,755,C620,VII,5,3,Saturday,VII,8,3,Tuesday,72,Tablety
2799,Szczecin,ul. Wierzbowa,4,C516,I,30,15,Wednesday,II,2,20,Saturday,77,Tablety
2800,Konin,ul. Sienkiewicza,979,C620,III,18,20,Tuesday,III,21,2,Friday,54,Tablety
2801,Warszawa,ul. Niecala,61,C516,VIII,4,5,Monday,VIII,7,13,Thursday,79,Tablety
2802,Radom,ul. Torowa,70,C360,III,5,16,Wednesday,III,9,14,Sunday,94,Tablety
2803,Police,pl. Wrzosowa,47,C360,VIII,12,12,Tuesday,VIII,12,23,Tuesday,11,Tablety
2804,Mielec,pl. Cisowa,939,C516,IV,27,22,Sunday,IV,30,6,Wednesday,55,Tablety
2805,Kutno,pl. Korczaka,49,C620,VI,15,19,Sunday,VI,17,11,Tuesday,39,Tablety
2806,Konin,ul. Sienkiewicza,979,C620,I,11,4,Friday,I,12,6,Saturday,26,Tablety
2807,Gdynia,pl. Opolska,89,C620,VIII,3,11,Sunday,VIII,7,15,Thursday,99,Tablety
2808,Radom,ul. Willowa,58,C516,X,3,15,Friday,X,5,4,Sunday,36,Tablety
2809,Gdynia,al. Jabloniowa,676,C360,IX,28,2,Sunday,IX,28,4,Sunday,2,Tablety
2810,Mielec,al. Skrajna,17,C516,VII,4,15,Friday,VII,5,22,Saturday,31,Tablety
2811,Warszawa,ul. Reymonta,952,C360,IX,23,17,Tuesday,IX,25,1,Thursday,33,Tablety
2812,Warszawa,pl. Zakole,779,C620,III,1,20,Saturday,III,2,1,Sunday,5,Tablety
2813,Gdynia,al. Wilcza,461,C360,I,31,23,Thursday,II,1,10,Friday,11,Tablety
2814,Radom,ul. Orzeszkowej,96,C620,VIII,4,20,Monday,VIII,5,14,Tuesday,18,Tablety
2815,Gdynia,al. Wypoczynkowa,366,C620,V,16,10,Friday,V,18,9,Sunday,47,Tablety
2816,Gdynia,al. Wypoczynkowa,366,C516,X,5,7,Sunday,X,6,9,Monday,26,Tablety
2817,Gdynia,al. Wypoczynkowa,366,C360,IV,9,19,Wednesday,IV,11,1,Friday,30,Tablety
2818,Gdynia,al. Wypoczynkowa,366,C620,VII,11,14,Friday,VII,13,17,Sunday,51,Tablety
2819,Gdynia,ul. Letnia,87,C516,VI,1,12,Sunday,VI,3,15,Tuesday,51,Tablety
2820,Gdynia,ul. Letnia,87,C360,VIII,25,4,Monday,VIII,28,2,Thursday,70,Tablety
2821,Warszawa,al. Baltycka,54,C516,VIII,21,11,Thursday,VIII,23,5,Saturday,42,Tablety
2822,Warszawa,al. Baltycka,54,C360,X,26,13,Sunday,X,26,18,Sunday,5,Tablety
2823,Warszawa,al. Baltycka,54,C360,III,30,21,Sunday,III,31,21,Monday,24,Tablety
2824,Gdynia,ul. Wierzbowa,26,C516,VII,24,8,Thursday,VII,26,11,Saturday,50,Tablety
2825,Gdynia,ul. Wierzbowa,26,C620,VII,7,9,Monday,VII,11,7,Friday,94,Tablety
2826,Warszawa,al. Baltycka,54,C360,VIII,16,16,Saturday,VIII,17,16,Sunday,24,Tablety
2827,Radom,pl. Makowa,60,C620,II,2,8,Saturday,II,8,0,Friday,137,Tablety
2828,Radom,pl. Makowa,60,C620,VIII,20,14,Wednesday,VIII,22,4,Friday,38,Tablety
2829,Police,ul. Powstancow,75,C360,VI,30,14,Monday,VII,1,5,Tuesday,15,Tablety
2830,Szczecin,al. Cyprysowa,868,C360,VIII,10,3,Sunday,VIII,14,6,Thursday,99,Tablety
2831,Warszawa,ul. Konarskiego,65,C360,II,20,4,Wednesday,II,22,10,Friday,54,Tablety
2832,Radom,pl. zwirowa,68,C360,III,22,6,Saturday,III,23,6,Sunday,24,Tablety
2833,Kutno,ul. Towarowa,13,C360,IX,21,11,Sunday,IX,22,10,Monday,22,Tablety
2834,Police,pl. Wladyslawa Jagielly,427,C360,X,18,5,Saturday,X,19,19,Sunday,39,Tablety
2835,Szczecin,al. Cyprysowa,868,C516,VII,3,11,Thursday,VII,4,14,Friday,27,Tablety
2836,Szczecin,pl. Kolejowa,374,C360,VI,1,14,Sunday,VI,5,18,Thursday,100,Tablety
2837,Kutno,al. Broniewskiego,729,C620,III,19,14,Wednesday,III,21,16,Friday,50,Tablety
2838,Kutno,al. Broniewskiego,729,C620,VIII,17,16,Sunday,VIII,20,14,Wednesday,70,Tablety
2839,Gdynia,ul. Klonowa,72,C360,VI,9,18,Monday,VI,10,8,Tuesday,14,Tablety
2840,Gdynia,pl. Okrzei,98,C620,VI,4,16,Wednesday,VI,6,21,Friday,53,Tablety
2841,Gdynia,pl. Okrzei,98,C516,VIII,4,1,Monday,VIII,4,19,Monday,18,Tablety
2842,Gdynia,pl. Okrzei,98,C360,VII,29,1,Tuesday,VIII,2,14,Saturday,109,Tablety
2843,Szczecin,al. Cyprysowa,868,C516,III,26,10,Wednesday,III,26,10,Wednesday,1,Tablety
2844,Szczecin,ul. Sosnowa,84,C620,VI,17,3,Tuesday,VI,17,19,Tuesday,16,Tablety
2845,Police,ul. Pomorska,20,C360,II,17,11,Sunday,II,19,1,Tuesday,38,Tablety
2846,Szczecin,al. Skargi,58,C620,III,13,19,Thursday,III,16,16,Sunday,69,Tablety
2847,Kutno,ul. Gorna,87,C620,VIII,6,6,Wednesday,VIII,6,13,Wednesday,7,Tablety
2848,Szczecin,al. Cyprysowa,868,C620,IX,11,11,Thursday,IX,12,11,Friday,24,Tablety
2849,Konin,pl. Glowackiego,32,C620,IX,6,20,Saturday,IX,10,14,Wednesday,90,Tablety
2850,Police,al. Sikorskiego,22,C516,VII,11,15,Friday,VII,11,18,Friday,3,Tablety
2851,Police,al. Sikorskiego,22,C620,V,17,10,Saturday,V,18,7,Sunday,21,Tablety
2852,Police,al. lanowa,48,C360,IV,30,10,Wednesday,V,1,22,Thursday,36,Tablety
2853,Konin,al. Sarnia,154,C516,IV,5,1,Saturday,IV,6,23,Sunday,47,Tablety
2854,Konin,al. Sarnia,154,C360,III,21,8,Friday,III,27,19,Thursday,155,Tablety
2855,Konin,pl. Boczna,7,C516,I,26,2,Saturday,I,29,1,Tuesday,71,Odtwarzacze mp3 i mp4
2856,Gdynia,ul. Cmentarna,698,C516,IV,24,10,Thursday,IV,25,9,Friday,23,Odtwarzacze mp3 i mp4
2857,Gdynia,ul. Cmentarna,698,C620,III,21,17,Friday,III,22,13,Saturday,20,Odtwarzacze mp3 i mp4
2858,Mielec,al. Mostowa,25,C360,X,8,11,Wednesday,X,10,11,Friday,49,Odtwarzacze mp3 i mp4
2859,Mielec,al. Mostowa,25,C360,IV,9,8,Wednesday,IV,12,11,Saturday,75,Odtwarzacze mp3 i mp4
2860,Mielec,al. Mostowa,25,C620,III,21,2,Friday,III,25,13,Tuesday,107,Odtwarzacze mp3 i mp4
2861,Radom,pl. Klasztorna,43,C360,VIII,3,9,Sunday,VIII,4,0,Monday,15,Odtwarzacze mp3 i mp4
2862,Police,pl. Lotnicza,86,C516,III,13,12,Thursday,III,16,1,Sunday,61,Odtwarzacze mp3 i mp4
2863,Radom,ul. Kosciuszki,21,C360,I,14,20,Monday,I,19,12,Saturday,112,Odtwarzacze mp3 i mp4
2864,Warszawa,pl. Spacerowa,1,C516,IX,6,3,Saturday,IX,6,13,Saturday,10,Odtwarzacze mp3 i mp4
2865,Warszawa,pl. Sokola,33,C360,III,26,0,Wednesday,III,29,0,Saturday,72,Odtwarzacze mp3 i mp4
2866,Mielec,al. Kasztanowa,10,C516,IX,9,11,Tuesday,IX,11,5,Thursday,42,Odtwarzacze mp3 i mp4
2867,Kutno,pl. Widokowa,16,C620,IX,25,16,Thursday,X,1,4,Wednesday,132,Odtwarzacze mp3 i mp4
2868,Kutno,pl. Plater,12,C516,V,12,10,Monday,V,13,0,Tuesday,14,Odtwarzacze mp3 i mp4
2869,Kutno,pl. Plater,12,C516,VIII,14,14,Thursday,VIII,15,18,Friday,28,Odtwarzacze mp3 i mp4
